city,state,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,vehicles_involved,is_peak_hour,accident_severity
Chennai,Tamil Nadu,16,Tuesday,0,urban,6,0,rain,medium,15,medium,weather,3,0,minor
Pune,Maharashtra,21,Tuesday,0,urban,1,1,fog,low,23,medium,distraction,3,0,fatal
Mumbai,Maharashtra,17,Friday,0,highway,4,1,rain,low,26,medium,drunk driving,3,1,major
Hyderabad,Telangana,9,Tuesday,0,rural,4,1,rain,low,23,high,drunk driving,3,1,major
Chennai,Tamil Nadu,2,Monday,0,highway,5,1,rain,low,20,low,drunk driving,5,0,major
Pune,Maharashtra,2,Saturday,1,highway,4,1,rain,low,20,high,weather,5,0,major
Delhi,Delhi,18,Wednesday,0,highway,4,1,clear,high,27,high,drunk driving,1,1,minor
Chandigarh,Punjab,19,Wednesday,0,rural,3,0,fog,low,21,medium,poor road,4,1,major
Chandigarh,Punjab,5,Tuesday,0,rural,4,0,rain,low,21,high,poor road,3,0,minor
Pune,Maharashtra,20,Wednesday,0,rural,2,1,clear,high,18,medium,weather,2,0,fatal
Kolkata,West Bengal,4,Tuesday,0,rural,5,1,fog,low,24,medium,distraction,4,0,minor
Chennai,Tamil Nadu,19,Wednesday,0,rural,6,0,clear,high,37,medium,weather,1,1,minor
Kolkata,West Bengal,8,Tuesday,0,urban,1,0,clear,high,30,medium,distraction,1,1,fatal
Chennai,Tamil Nadu,20,Wednesday,0,highway,3,0,rain,low,34,low,weather,2,0,minor
Chennai,Tamil Nadu,11,Monday,0,highway,2,1,clear,high,38,low,distraction,1,0,minor
Kolkata,West Bengal,17,Monday,0,urban,1,1,clear,high,25,medium,distraction,4,1,minor
Bangalore,Karnataka,18,Saturday,1,highway,1,0,rain,low,33,medium,poor road,1,1,minor
Kolkata,West Bengal,18,Wednesday,0,highway,2,0,rain,low,38,high,distraction,3,1,major
Kolkata,West Bengal,7,Friday,0,rural,6,1,rain,medium,24,high,weather,2,0,major
Pune,Maharashtra,3,Tuesday,0,urban,1,0,clear,high,38,high,overspeeding,1,0,minor
Chandigarh,Punjab,9,Saturday,1,rural,1,1,clear,high,19,high,poor road,4,1,minor
Chennai,Tamil Nadu,20,Saturday,1,urban,6,0,rain,medium,19,high,weather,1,0,minor
Delhi,Delhi,9,Sunday,1,urban,6,1,clear,high,17,medium,poor road,3,1,fatal
Bangalore,Karnataka,9,Monday,0,urban,2,1,fog,low,34,low,distraction,2,1,fatal
Hyderabad,Telangana,5,Monday,0,rural,1,0,clear,high,23,low,weather,2,0,minor
Mumbai,Maharashtra,18,Saturday,1,rural,1,1,rain,low,21,medium,overspeeding,2,1,major
Kolkata,West Bengal,16,Saturday,1,highway,5,1,clear,high,28,medium,distraction,3,0,minor
Chandigarh,Punjab,1,Wednesday,0,urban,2,0,rain,low,28,medium,drunk driving,2,0,minor
Kolkata,West Bengal,19,Monday,0,urban,2,0,clear,high,31,high,distraction,4,1,fatal
Chandigarh,Punjab,7,Saturday,1,highway,3,1,clear,high,32,high,poor road,3,0,minor
Bangalore,Karnataka,21,Thursday,0,urban,2,1,clear,high,24,high,poor road,1,0,fatal
Pune,Maharashtra,23,Wednesday,0,rural,1,1,clear,high,26,high,weather,3,0,minor
Mumbai,Maharashtra,8,Friday,0,highway,4,1,fog,low,32,low,drunk driving,5,1,major
Mumbai,Maharashtra,20,Sunday,1,highway,5,1,clear,high,23,low,overspeeding,5,0,major
Delhi,Delhi,14,Wednesday,0,urban,1,0,rain,medium,29,low,drunk driving,2,0,minor
Kolkata,West Bengal,21,Saturday,1,urban,1,0,fog,low,23,medium,distraction,2,0,minor
Chennai,Tamil Nadu,8,Sunday,1,rural,4,1,rain,medium,39,medium,distraction,1,1,fatal
Mumbai,Maharashtra,8,Wednesday,0,rural,2,1,clear,high,27,high,drunk driving,1,1,major
Delhi,Delhi,14,Tuesday,0,rural,2,1,rain,low,31,low,overspeeding,4,0,major
Delhi,Delhi,19,Monday,0,urban,3,0,clear,high,29,high,poor road,2,1,fatal
Chennai,Tamil Nadu,15,Wednesday,0,highway,2,0,fog,low,24,medium,distraction,1,0,minor
Mumbai,Maharashtra,8,Thursday,0,rural,1,1,clear,high,29,high,overspeeding,1,1,major
Pune,Maharashtra,4,Thursday,0,highway,4,1,clear,high,19,high,overspeeding,2,0,minor
Bangalore,Karnataka,17,Friday,0,highway,5,0,rain,low,31,high,weather,4,1,major
Delhi,Delhi,22,Thursday,0,urban,2,1,rain,low,38,high,poor road,1,0,fatal
Hyderabad,Telangana,11,Sunday,1,rural,1,0,fog,low,30,medium,weather,4,0,major
Chennai,Tamil Nadu,12,Monday,0,urban,6,0,rain,medium,22,medium,overspeeding,5,0,major
Chandigarh,Punjab,3,Sunday,1,urban,5,0,rain,low,35,low,overspeeding,3,0,major
Chandigarh,Punjab,12,Wednesday,0,rural,3,1,clear,high,16,low,drunk driving,1,0,minor
Hyderabad,Telangana,23,Thursday,0,highway,5,1,rain,low,17,medium,weather,5,0,major
Mumbai,Maharashtra,13,Monday,0,highway,2,0,fog,low,36,high,drunk driving,2,0,major
Pune,Maharashtra,21,Friday,0,rural,2,0,rain,low,36,high,weather,1,0,minor
Kolkata,West Bengal,7,Thursday,0,rural,5,0,rain,low,36,low,distraction,3,0,minor
Kolkata,West Bengal,7,Tuesday,0,urban,4,1,clear,high,38,low,distraction,5,0,minor
Chandigarh,Punjab,11,Saturday,1,rural,4,0,rain,medium,37,medium,poor road,4,0,minor
Bangalore,Karnataka,2,Tuesday,0,rural,2,0,fog,low,31,low,overspeeding,2,0,minor
Chennai,Tamil Nadu,13,Wednesday,0,urban,2,1,fog,low,24,high,overspeeding,2,0,minor
Bangalore,Karnataka,15,Tuesday,0,rural,3,0,rain,low,24,medium,drunk driving,5,0,major
Pune,Maharashtra,11,Thursday,0,highway,6,1,fog,low,18,low,weather,5,0,major
Pune,Maharashtra,21,Saturday,1,rural,3,1,fog,low,35,low,weather,5,0,major
Chandigarh,Punjab,9,Tuesday,0,highway,5,1,rain,low,31,high,drunk driving,5,1,major
Chennai,Tamil Nadu,2,Monday,0,rural,2,0,clear,high,15,low,distraction,1,0,fatal
Hyderabad,Telangana,10,Thursday,0,highway,3,0,rain,medium,26,high,drunk driving,5,1,major
Pune,Maharashtra,8,Friday,0,rural,6,1,fog,low,21,low,poor road,3,1,minor
Delhi,Delhi,2,Monday,0,rural,3,1,fog,low,16,low,poor road,5,0,minor
Pune,Maharashtra,20,Wednesday,0,urban,6,1,fog,low,37,high,overspeeding,3,0,minor
Chandigarh,Punjab,20,Friday,0,urban,1,0,clear,high,20,low,distraction,5,0,minor
Kolkata,West Bengal,20,Thursday,0,rural,1,1,clear,high,34,low,overspeeding,3,0,major
Chandigarh,Punjab,17,Tuesday,0,highway,3,1,rain,low,20,low,distraction,2,1,minor
Chennai,Tamil Nadu,1,Sunday,1,urban,1,1,rain,low,37,low,weather,4,0,minor
Chennai,Tamil Nadu,1,Wednesday,0,rural,5,0,clear,high,24,low,poor road,3,0,fatal
Mumbai,Maharashtra,7,Saturday,1,highway,1,1,rain,medium,23,medium,distraction,4,0,minor
Delhi,Delhi,13,Monday,0,urban,6,1,clear,high,39,low,overspeeding,1,0,minor
Chandigarh,Punjab,12,Monday,0,urban,1,0,rain,low,31,low,overspeeding,5,0,major
Hyderabad,Telangana,19,Tuesday,0,highway,1,0,fog,low,33,high,weather,3,1,major
Mumbai,Maharashtra,14,Friday,0,urban,1,1,rain,low,15,high,overspeeding,5,0,major
Delhi,Delhi,14,Thursday,0,highway,5,0,clear,high,36,low,weather,5,0,major
Mumbai,Maharashtra,11,Sunday,1,highway,2,1,fog,low,38,high,distraction,3,0,minor
Hyderabad,Telangana,4,Tuesday,0,urban,5,1,rain,medium,23,low,poor road,5,0,fatal
Kolkata,West Bengal,3,Saturday,1,highway,2,1,fog,low,40,medium,overspeeding,2,0,minor
Pune,Maharashtra,7,Thursday,0,urban,4,0,fog,low,39,high,poor road,3,0,minor
Kolkata,West Bengal,14,Thursday,0,urban,3,0,clear,high,39,medium,overspeeding,1,0,minor
Mumbai,Maharashtra,14,Monday,0,rural,3,1,clear,high,27,low,poor road,5,0,minor
Hyderabad,Telangana,16,Friday,0,rural,4,1,clear,high,34,low,drunk driving,3,0,minor
Chandigarh,Punjab,1,Friday,0,highway,1,0,rain,medium,18,medium,drunk driving,3,0,major
Chandigarh,Punjab,8,Wednesday,0,rural,4,0,fog,low,39,medium,overspeeding,5,1,major
Chennai,Tamil Nadu,16,Thursday,0,highway,3,1,clear,high,24,low,distraction,2,0,fatal
Mumbai,Maharashtra,19,Friday,0,highway,3,0,clear,high,35,high,drunk driving,3,1,major
Bangalore,Karnataka,19,Tuesday,0,urban,5,1,clear,high,31,high,distraction,5,1,minor
Kolkata,West Bengal,11,Thursday,0,highway,6,1,rain,medium,35,medium,overspeeding,5,0,major
Pune,Maharashtra,5,Monday,0,rural,2,1,fog,low,18,low,overspeeding,5,0,major
Mumbai,Maharashtra,9,Sunday,1,urban,4,1,fog,low,38,high,overspeeding,3,1,minor
Kolkata,West Bengal,8,Sunday,1,highway,6,1,fog,low,18,low,poor road,5,1,major
Mumbai,Maharashtra,13,Thursday,0,urban,2,1,clear,high,26,high,poor road,1,0,fatal
Chandigarh,Punjab,20,Thursday,0,highway,1,1,fog,low,29,high,overspeeding,1,0,major
Bangalore,Karnataka,11,Wednesday,0,rural,2,1,rain,low,29,medium,weather,3,0,fatal
Delhi,Delhi,5,Saturday,1,urban,3,1,rain,low,26,low,poor road,5,0,fatal
Chandigarh,Punjab,18,Sunday,1,rural,4,0,clear,high,18,high,overspeeding,1,1,minor
Chennai,Tamil Nadu,4,Saturday,1,rural,5,0,rain,low,16,low,drunk driving,2,0,minor
Delhi,Delhi,17,Sunday,1,urban,2,0,rain,medium,23,high,overspeeding,4,1,minor
Mumbai,Maharashtra,11,Sunday,1,urban,1,1,fog,low,29,high,weather,4,0,minor
Hyderabad,Telangana,22,Tuesday,0,rural,5,1,clear,high,29,high,distraction,3,0,minor
Pune,Maharashtra,11,Monday,0,urban,3,0,rain,low,27,medium,drunk driving,4,0,major
Chandigarh,Punjab,5,Friday,0,rural,6,0,fog,low,28,medium,weather,4,0,major
Pune,Maharashtra,23,Sunday,1,urban,5,0,clear,high,19,medium,overspeeding,4,0,major
Chennai,Tamil Nadu,0,Monday,0,urban,3,0,rain,medium,20,high,weather,5,0,major
Hyderabad,Telangana,10,Wednesday,0,urban,2,0,clear,high,30,high,overspeeding,1,1,minor
Mumbai,Maharashtra,1,Sunday,1,highway,5,1,clear,high,25,low,weather,4,0,major
Chennai,Tamil Nadu,11,Saturday,1,rural,5,0,rain,low,30,high,poor road,4,0,minor
Bangalore,Karnataka,19,Tuesday,0,highway,1,0,clear,high,38,high,poor road,3,1,minor
Delhi,Delhi,15,Wednesday,0,rural,3,0,rain,low,20,low,weather,3,0,minor
Bangalore,Karnataka,5,Thursday,0,urban,2,0,rain,medium,24,high,weather,2,0,fatal
Hyderabad,Telangana,11,Monday,0,urban,3,1,clear,high,17,medium,weather,5,0,major
Kolkata,West Bengal,1,Monday,0,urban,2,0,fog,low,21,low,drunk driving,4,0,major
Hyderabad,Telangana,15,Sunday,1,highway,6,0,rain,low,20,low,distraction,1,0,minor
Pune,Maharashtra,23,Friday,0,urban,3,1,fog,low,24,high,drunk driving,2,0,minor
Chandigarh,Punjab,4,Saturday,1,rural,5,1,rain,low,23,medium,overspeeding,4,0,major
Hyderabad,Telangana,0,Wednesday,0,highway,1,1,clear,high,33,medium,drunk driving,2,0,minor
Pune,Maharashtra,16,Saturday,1,highway,1,1,fog,low,31,low,distraction,3,0,fatal
Bangalore,Karnataka,12,Sunday,1,highway,2,0,fog,low,32,low,drunk driving,1,0,major
Kolkata,West Bengal,17,Friday,0,urban,3,0,clear,high,31,high,weather,2,1,fatal
Hyderabad,Telangana,6,Saturday,1,urban,5,1,rain,medium,33,medium,distraction,5,0,major
Delhi,Delhi,20,Monday,0,urban,5,0,fog,low,28,low,drunk driving,2,0,minor
Chennai,Tamil Nadu,2,Wednesday,0,urban,5,0,clear,high,18,low,poor road,5,0,fatal
Mumbai,Maharashtra,19,Monday,0,highway,1,1,fog,low,15,high,overspeeding,5,1,major
Kolkata,West Bengal,20,Monday,0,urban,4,1,rain,low,24,low,distraction,2,0,fatal
Delhi,Delhi,22,Sunday,1,rural,2,1,rain,low,37,low,weather,1,0,fatal
Chennai,Tamil Nadu,14,Tuesday,0,rural,3,0,rain,medium,23,low,drunk driving,5,0,major
Hyderabad,Telangana,20,Thursday,0,highway,2,0,fog,low,29,high,distraction,4,0,minor
Mumbai,Maharashtra,13,Saturday,1,highway,2,1,fog,low,25,medium,overspeeding,5,0,major
Chandigarh,Punjab,21,Monday,0,rural,1,0,rain,medium,23,high,drunk driving,4,0,major
Chennai,Tamil Nadu,15,Thursday,0,highway,4,0,rain,medium,31,low,overspeeding,2,0,major
Chandigarh,Punjab,22,Sunday,1,rural,4,0,fog,low,40,low,drunk driving,3,0,major
Pune,Maharashtra,17,Tuesday,0,rural,6,0,fog,low,19,high,drunk driving,3,1,major
Chandigarh,Punjab,21,Monday,0,rural,2,1,fog,low,27,low,poor road,4,0,minor
Chennai,Tamil Nadu,13,Wednesday,0,highway,1,1,rain,medium,25,low,drunk driving,3,0,major
Delhi,Delhi,10,Thursday,0,highway,1,1,clear,high,15,high,overspeeding,1,1,major
Bangalore,Karnataka,0,Tuesday,0,rural,5,0,fog,low,39,low,weather,4,0,minor
Chandigarh,Punjab,7,Friday,0,highway,6,0,rain,low,17,medium,drunk driving,1,0,major
Delhi,Delhi,6,Tuesday,0,highway,3,0,clear,high,18,high,poor road,5,0,major
Bangalore,Karnataka,17,Tuesday,0,urban,5,0,rain,low,28,high,overspeeding,2,1,major
Delhi,Delhi,11,Wednesday,0,urban,2,1,fog,low,35,low,distraction,4,0,minor
Kolkata,West Bengal,1,Sunday,1,urban,2,1,clear,high,33,low,weather,1,0,minor
Delhi,Delhi,16,Tuesday,0,highway,1,1,rain,low,36,low,poor road,5,0,minor
Chandigarh,Punjab,3,Monday,0,highway,4,0,rain,medium,18,low,distraction,1,0,minor
Chennai,Tamil Nadu,0,Friday,0,highway,5,0,clear,high,37,low,drunk driving,3,0,major
Pune,Maharashtra,3,Thursday,0,urban,1,0,rain,low,37,low,poor road,1,0,fatal
Chandigarh,Punjab,3,Friday,0,highway,5,1,rain,low,27,low,poor road,4,0,minor
Chennai,Tamil Nadu,23,Tuesday,0,rural,6,0,clear,high,25,medium,poor road,4,0,minor
Pune,Maharashtra,22,Friday,0,urban,2,1,clear,high,38,high,poor road,5,0,fatal
Delhi,Delhi,13,Tuesday,0,urban,5,0,rain,medium,17,medium,drunk driving,4,0,major
Bangalore,Karnataka,4,Tuesday,0,urban,1,0,clear,high,22,low,drunk driving,2,0,fatal
Chandigarh,Punjab,18,Wednesday,0,rural,2,0,clear,high,21,low,weather,1,1,fatal
Mumbai,Maharashtra,4,Thursday,0,highway,5,1,clear,high,32,low,distraction,2,0,fatal
Kolkata,West Bengal,9,Friday,0,highway,6,0,rain,low,38,high,distraction,2,1,major
Chennai,Tamil Nadu,2,Saturday,1,highway,6,0,fog,low,17,low,distraction,1,0,fatal
Chandigarh,Punjab,11,Sunday,1,highway,3,0,fog,low,20,medium,poor road,5,0,minor
Kolkata,West Bengal,13,Sunday,1,highway,6,1,rain,medium,30,low,distraction,4,0,major
Delhi,Delhi,0,Tuesday,0,urban,4,1,clear,high,34,low,distraction,3,0,fatal
Kolkata,West Bengal,22,Thursday,0,urban,2,0,clear,high,29,high,distraction,3,0,minor
Kolkata,West Bengal,13,Sunday,1,highway,2,0,clear,high,38,medium,distraction,5,0,minor
Chennai,Tamil Nadu,2,Thursday,0,rural,5,1,fog,low,38,low,distraction,2,0,minor
Chennai,Tamil Nadu,7,Sunday,1,rural,4,0,clear,high,26,high,drunk driving,4,0,major
Mumbai,Maharashtra,6,Friday,0,highway,6,1,fog,low,34,low,poor road,1,0,minor
Chennai,Tamil Nadu,19,Thursday,0,highway,1,1,clear,high,25,medium,poor road,2,1,minor
Delhi,Delhi,15,Monday,0,rural,4,0,rain,low,29,high,distraction,2,0,minor
Bangalore,Karnataka,11,Wednesday,0,rural,1,1,clear,high,32,high,distraction,4,0,minor
Pune,Maharashtra,5,Thursday,0,urban,3,0,rain,medium,16,high,overspeeding,5,0,major
Pune,Maharashtra,2,Sunday,1,urban,4,1,fog,low,33,low,distraction,4,0,major
Chennai,Tamil Nadu,19,Tuesday,0,urban,1,0,clear,high,21,high,overspeeding,3,1,minor
Mumbai,Maharashtra,23,Monday,0,rural,5,0,rain,low,29,high,poor road,1,0,major
Bangalore,Karnataka,0,Thursday,0,urban,5,0,fog,low,29,low,overspeeding,4,0,major
Delhi,Delhi,19,Wednesday,0,rural,4,1,fog,low,32,low,weather,5,1,major
Chennai,Tamil Nadu,10,Tuesday,0,highway,2,1,clear,high,22,medium,weather,3,1,minor
Hyderabad,Telangana,19,Wednesday,0,urban,4,0,clear,high,34,high,overspeeding,2,1,minor
Kolkata,West Bengal,3,Thursday,0,highway,5,0,fog,low,28,low,distraction,5,0,major
Hyderabad,Telangana,20,Friday,0,highway,2,1,rain,low,16,high,weather,1,0,major
Kolkata,West Bengal,14,Sunday,1,rural,4,1,clear,high,25,high,weather,4,0,major
Kolkata,West Bengal,21,Saturday,1,rural,1,1,clear,high,15,medium,weather,1,0,minor
Pune,Maharashtra,14,Wednesday,0,highway,1,0,clear,high,22,low,distraction,5,0,minor
Pune,Maharashtra,9,Wednesday,0,rural,5,1,clear,high,17,high,distraction,1,1,minor
Chandigarh,Punjab,16,Thursday,0,highway,4,1,clear,high,15,low,drunk driving,1,0,minor
Kolkata,West Bengal,15,Friday,0,urban,3,1,rain,low,32,medium,poor road,3,0,fatal
Delhi,Delhi,7,Sunday,1,urban,1,1,clear,high,19,high,drunk driving,1,0,fatal
Delhi,Delhi,18,Monday,0,urban,2,1,fog,low,17,high,overspeeding,2,1,major
Bangalore,Karnataka,1,Wednesday,0,urban,3,0,rain,low,21,medium,distraction,5,0,minor
Kolkata,West Bengal,14,Sunday,1,urban,3,0,fog,low,24,medium,distraction,1,0,fatal
Mumbai,Maharashtra,6,Wednesday,0,rural,4,0,fog,low,32,low,poor road,1,0,major
Chennai,Tamil Nadu,18,Monday,0,highway,2,0,clear,high,39,high,distraction,2,1,minor
Chennai,Tamil Nadu,1,Monday,0,highway,1,1,fog,low,27,low,poor road,2,0,minor
Delhi,Delhi,4,Wednesday,0,rural,3,0,clear,high,35,low,poor road,3,0,minor
Hyderabad,Telangana,10,Monday,0,rural,5,1,fog,low,17,high,drunk driving,5,1,major
Chennai,Tamil Nadu,14,Saturday,1,urban,5,1,fog,low,20,low,weather,1,0,fatal
Chennai,Tamil Nadu,1,Tuesday,0,highway,4,0,rain,medium,20,medium,weather,2,0,minor
Hyderabad,Telangana,18,Sunday,1,urban,4,0,fog,low,20,high,weather,2,1,fatal
Bangalore,Karnataka,5,Thursday,0,highway,3,1,fog,low,22,low,weather,4,0,major
Hyderabad,Telangana,11,Thursday,0,urban,1,1,rain,medium,24,low,weather,1,0,major
Pune,Maharashtra,15,Thursday,0,rural,6,1,fog,low,20,low,distraction,4,0,major
Bangalore,Karnataka,21,Thursday,0,urban,6,0,fog,low,38,high,distraction,5,0,major
Mumbai,Maharashtra,21,Tuesday,0,urban,4,1,fog,low,37,low,overspeeding,2,0,minor
Kolkata,West Bengal,23,Thursday,0,highway,4,1,fog,low,39,high,drunk driving,3,0,major
Pune,Maharashtra,9,Sunday,1,rural,4,0,clear,high,15,low,weather,5,1,minor
Bangalore,Karnataka,21,Friday,0,highway,6,1,rain,low,35,low,weather,3,0,minor
Delhi,Delhi,10,Monday,0,rural,4,1,clear,high,35,high,weather,1,1,minor
Delhi,Delhi,7,Saturday,1,highway,3,0,rain,medium,37,medium,drunk driving,3,0,major
Delhi,Delhi,19,Monday,0,highway,4,0,rain,low,24,high,distraction,1,1,minor
Mumbai,Maharashtra,2,Sunday,1,highway,6,0,clear,high,27,low,weather,1,0,minor
Bangalore,Karnataka,15,Sunday,1,urban,1,0,fog,low,19,medium,poor road,5,0,fatal
Chennai,Tamil Nadu,14,Saturday,1,rural,5,0,fog,low,17,low,poor road,1,0,major
Chandigarh,Punjab,20,Wednesday,0,urban,5,0,rain,low,40,low,overspeeding,1,0,minor
Chandigarh,Punjab,2,Thursday,0,rural,2,0,fog,low,38,medium,drunk driving,1,0,minor
Chandigarh,Punjab,12,Monday,0,rural,4,0,fog,low,30,medium,poor road,5,0,minor
Hyderabad,Telangana,2,Monday,0,rural,1,1,clear,high,27,low,overspeeding,1,0,minor
Kolkata,West Bengal,5,Wednesday,0,highway,2,1,clear,high,30,low,distraction,2,0,minor
Kolkata,West Bengal,1,Monday,0,highway,1,0,rain,medium,15,low,overspeeding,5,0,major
Bangalore,Karnataka,11,Wednesday,0,highway,4,0,rain,medium,36,high,poor road,4,0,major
Pune,Maharashtra,12,Wednesday,0,rural,4,0,rain,medium,16,medium,poor road,3,0,minor
Mumbai,Maharashtra,15,Sunday,1,urban,6,0,clear,high,21,high,drunk driving,4,0,minor
Chandigarh,Punjab,15,Thursday,0,highway,1,0,fog,low,21,medium,overspeeding,4,0,major
Kolkata,West Bengal,13,Friday,0,urban,6,1,clear,high,40,low,drunk driving,2,0,fatal
Bangalore,Karnataka,23,Tuesday,0,highway,4,0,rain,medium,16,low,drunk driving,3,0,major
Hyderabad,Telangana,18,Wednesday,0,urban,4,1,fog,low,21,high,distraction,1,1,minor
Bangalore,Karnataka,4,Saturday,1,rural,6,1,clear,high,22,low,poor road,2,0,fatal
Chandigarh,Punjab,18,Monday,0,urban,6,1,clear,high,27,high,poor road,1,1,fatal
Chennai,Tamil Nadu,19,Wednesday,0,rural,5,0,clear,high,36,medium,overspeeding,1,1,major
Chennai,Tamil Nadu,8,Monday,0,highway,2,0,rain,medium,34,high,distraction,1,1,minor
Chandigarh,Punjab,4,Saturday,1,highway,6,1,rain,low,33,low,overspeeding,2,0,major
Delhi,Delhi,7,Saturday,1,highway,1,1,fog,low,22,low,poor road,1,0,fatal
Hyderabad,Telangana,13,Tuesday,0,rural,5,0,clear,high,36,medium,drunk driving,5,0,major
Pune,Maharashtra,15,Friday,0,highway,6,0,rain,medium,29,high,distraction,5,0,major
Hyderabad,Telangana,15,Wednesday,0,urban,4,1,clear,high,35,medium,drunk driving,2,0,minor
Delhi,Delhi,16,Friday,0,urban,6,1,fog,low,21,medium,weather,2,0,minor
Chennai,Tamil Nadu,8,Saturday,1,highway,1,0,rain,medium,32,medium,distraction,1,1,minor
Hyderabad,Telangana,0,Tuesday,0,highway,4,0,rain,low,18,low,distraction,4,0,minor
Chandigarh,Punjab,4,Wednesday,0,urban,6,0,rain,low,16,low,weather,3,0,minor
Kolkata,West Bengal,8,Wednesday,0,rural,1,0,fog,low,32,medium,overspeeding,1,1,minor
Hyderabad,Telangana,14,Thursday,0,urban,5,1,fog,low,31,low,poor road,2,0,fatal
Kolkata,West Bengal,4,Sunday,1,urban,6,1,rain,low,19,high,overspeeding,1,0,major
Delhi,Delhi,16,Monday,0,rural,6,0,clear,high,40,medium,drunk driving,4,0,major
Chennai,Tamil Nadu,21,Thursday,0,highway,4,0,rain,medium,17,medium,overspeeding,4,0,minor
Hyderabad,Telangana,4,Tuesday,0,rural,6,0,fog,low,33,low,overspeeding,3,0,major
Kolkata,West Bengal,8,Sunday,1,highway,1,0,rain,low,15,high,distraction,2,1,major
Chennai,Tamil Nadu,3,Wednesday,0,highway,6,1,clear,high,28,low,distraction,2,0,fatal
Delhi,Delhi,23,Thursday,0,urban,1,1,clear,high,22,high,overspeeding,5,0,major
Chennai,Tamil Nadu,19,Monday,0,urban,2,0,clear,high,30,medium,distraction,3,1,minor
Kolkata,West Bengal,15,Saturday,1,rural,3,0,fog,low,27,medium,distraction,4,0,minor
Chandigarh,Punjab,16,Tuesday,0,rural,1,0,fog,low,17,high,weather,3,0,major
Chennai,Tamil Nadu,22,Monday,0,urban,6,1,clear,high,26,low,drunk driving,1,0,minor
Hyderabad,Telangana,13,Saturday,1,urban,5,0,fog,low,21,low,drunk driving,1,0,minor
Hyderabad,Telangana,14,Thursday,0,rural,1,0,fog,low,23,low,weather,2,0,fatal
Chandigarh,Punjab,8,Wednesday,0,urban,6,0,clear,high,19,high,distraction,3,1,minor
Hyderabad,Telangana,21,Tuesday,0,rural,5,0,fog,low,35,medium,poor road,2,0,minor
Delhi,Delhi,15,Friday,0,highway,5,1,clear,high,37,low,distraction,2,0,minor
Pune,Maharashtra,9,Monday,0,urban,4,0,rain,medium,28,high,overspeeding,2,1,major
Chandigarh,Punjab,18,Thursday,0,urban,3,1,fog,low,37,medium,overspeeding,2,1,major
Hyderabad,Telangana,6,Monday,0,urban,1,0,rain,low,31,high,distraction,2,0,minor
Chandigarh,Punjab,18,Monday,0,rural,1,1,clear,high,17,high,distraction,3,1,fatal
Delhi,Delhi,22,Sunday,1,highway,4,1,rain,low,28,high,distraction,5,0,major
Mumbai,Maharashtra,6,Friday,0,highway,3,1,clear,high,22,high,overspeeding,5,0,major
Mumbai,Maharashtra,2,Thursday,0,urban,4,0,clear,high,15,low,poor road,4,0,fatal
Mumbai,Maharashtra,5,Wednesday,0,rural,4,0,fog,low,35,high,distraction,2,0,minor
Chandigarh,Punjab,20,Friday,0,rural,5,1,rain,medium,32,high,weather,4,0,minor
Delhi,Delhi,6,Tuesday,0,rural,5,1,clear,high,24,high,weather,3,0,major
Chandigarh,Punjab,4,Friday,0,rural,6,0,clear,high,35,low,weather,4,0,minor
Kolkata,West Bengal,3,Thursday,0,rural,4,0,clear,high,23,low,distraction,2,0,minor
Pune,Maharashtra,13,Saturday,1,urban,3,0,clear,high,21,high,overspeeding,3,0,major
Bangalore,Karnataka,22,Saturday,1,rural,6,1,fog,low,26,high,overspeeding,2,0,major
Pune,Maharashtra,21,Monday,0,rural,4,1,fog,low,23,medium,distraction,3,0,fatal
Hyderabad,Telangana,0,Tuesday,0,rural,4,1,clear,high,34,high,weather,4,0,major
Hyderabad,Telangana,16,Friday,0,rural,4,1,fog,low,25,medium,overspeeding,5,0,major
Chandigarh,Punjab,5,Thursday,0,rural,1,0,clear,high,24,high,overspeeding,1,0,minor
Hyderabad,Telangana,9,Thursday,0,rural,2,0,fog,low,32,high,drunk driving,2,1,minor
